AcctNo,TOTALITEMS,PaidItems,ReturnedItems,ODLimit,ODStatus,ProdCode,BusinessFlag,AccountStatus,RegEValue,OpenDate,AvgColBal,DepositAmount,DepositCount,swipes,spend
32EF88AC62CBE6E6194783FD6BA425B9186BF849,1,1,,0.00,0,0L,P,X,D,2025-01-23 00:00:00.000,132,0.00,0	30.00	0.00	0.00	0.00,0,0.00
61C2E89070116A09F6C10B699380807F42E88FB1,0,0,,700.00,0,0J,P,O,D,1994-08-08 00:00:00.000,95091,10715.28,2	0.00	0.00	0.00	0.00,0,0.00
1BA189ED04B731328245EE04DD455A240C039CA8,0,0,,700.00,0,0J,P,O,Y,1995-01-11 00:00:00.000,8581,2453.00,1	0.00	0.00	0.00	0.00,9,441.62
26A24ACAE04CD53C1A96FD3CC02844A8FBEA5685,0,0,,200.00,0,0O,P,O,N,2015-05-22 00:00:00.000,737,8006.32,11	0.00	0.00	0.00	0.00,116,3197.15
08DACAADDBB95F5DAD2D48B5D4DCFE838BA75607,1,1,,0.00,0,0J,P,O,D,2014-02-04 00:00:00.000,1933,4000.00,2	30.00	0.00	0.00	0.00,5,166.18
144CFF482484F770794523C163B86043188114BB,0,0,,600.00,0,0J,P,O,N,2018-07-06 00:00:00.000,27189,58658.51,4	0.00	0.00	0.00	0.00,20,1691.48
AB73F8FE837B8BAC145D8D4743F03800B738306F,38,38,,0.00,0,0O,P,X,N,2016-01-26 00:00:00.000,124,0.00,0	0.00	0.00	0.00	0.00,0,0.00
BBA33E35605DAE351830D1445A7DCA298824CBE5,0,0,,0.00,0,0X,B,O,D,2006-06-07 00:00:00.000,19626890,123029429.60,2392	0.00	0.00	0.00	0.00,0,0.00
07765CBA841413F4F4269A584D1E02CF76456AC3,0,0,,0.00,0,0L,P,O,N,2005-06-27 00:00:00.000,480,1487.36,2	0.00	0.00	0.00	0.00,12,335.05
EF4D14F4E9F879E6762F393D7D1939A499554625,0,0,,700.00,0,0L,P,O,D,2005-08-01 00:00:00.000,1365,2517.55,5	0.00	0.00	0.00	0.00,5,349.72
1B32CB3A60864FA4C2B428CE9F2FC240479A3A9B,0,0,,1000.00,0,0O,P,O,D,2025-02-12 00:00:00.000,1251,6205.80,8	0.00	0.00	0.00	0.00,47,1684.60
932E93928392ABB419941A38885C43E8454FFCBB,0,0,,200.00,0,0L,P,O,N,2018-09-05 00:00:00.000,56,2216.32,7	0.00	0.00	0.00	0.00,37,786.34
6F7B4AE9EDD82C5A8F2A5165F19D8B9E1F146E6A,3,3,,0.00,0,0O,P,O,D,2022-04-06 00:00:00.000,650,6360.86,12	120.00	90.00	30.00	0.00,33,2049.57
E6C02D4DA18DBEBBCCFA85D3DF7C96709925478F,0,0,,0.00,0,0L,P,O,N,2021-04-23 00:00:00.000,637,5754.30,7	0.00	0.00	0.00	0.00,134,3541.67
D8113188AAFBF27CC5614522BC5A3FC692DDB07E,0,0,,800.00,0,0O,P,O,D,2025-08-13 00:00:00.000,1125,1000.00,2	0.00	0.00	0.00	0.00,15,416.13
683096A7D3246277BDB149480D4D21F92E1A75E1,2,2,,200.00,0,0O,P,O,Y,2012-05-01 00:00:00.000,1783,8674.56,4	60.00	0.00	0.00	0.00,12,743.26
EC0FCE0E4A62260CDF3A4814FB630AFC5B4793C2,0,0,,700.00,0,0J,P,O,Y,1996-12-06 00:00:00.000,4657,4135.41,2	0.00	0.00	0.00	0.00,27,2090.91
B066CE2F7F0B95A100234BA18C3612CCA3B14390,3,3,,1000.00,0,0D,B,O,N,2007-12-20 00:00:00.000,3518,17387.00,2	120.00	0.00	0.00	0.00,0,0.00
89E9499B7AAE929C2AD18276734426EDC659C9AF,0,0,,700.00,0,0W,P,O,Y,2002-09-26 00:00:00.000,17986,3626.40,2	0.00	0.00	0.00	0.00,0,0.00
C542F09422C9F9044853CE840C6C625A543AD879,0,0,,700.00,0,0J,P,O,N,2003-02-21 00:00:00.000,103515,8109.68,2	0.00	0.00	0.00	0.00,0,0.00
F0E33FFC089085532B11D57C1BCEB164A4EF22D1,2,2,,200.00,0,0L,P,O,Y,2017-11-01 00:00:00.000,185,6153.82,16	60.00	0.00	0.00	0.00,22,1151.75
A2BA128EB0668E85B10872A5D41F6EAE499F8BA3,0,0,,0.00,0,0O,P,X,D,2014-02-13 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
3CC712E4DD752FE1221CADF56754A6E32A046DB1,0,0,,700.00,0,0W,P,O,Y,2003-01-21 00:00:00.000,19999,3312.76,6	0.00	0.00	0.00	0.00,12,459.97
4ABA9267161954EF8ECAC13210D332A7B13BEEF4,0,0,,0.00,0,0O,P,O,D,2003-07-14 00:00:00.000,7587,34431.34,11	0.00	0.00	0.00	0.00,6,302.34
729BE36CC1EE3BD3BCDED373979113FEE172423B,0,0,,0.00,0,0L,P,O,D,2023-08-08 00:00:00.000,43,50.00,2	0.00	0.00	0.00	0.00,0,0.00
34C8CDFCDDE361726BEE4B3F61798FEACCB72A9E,0,0,,400.00,0,0O,P,O,N,2022-03-21 00:00:00.000,612,1952.51,2	0.00	0.00	0.00	0.00,31,1816.91
D5BB97C80C44C679F454ADE43AD0115EED2A7551,0,0,,0.00,0,0O,P,O,D,2025-11-17 00:00:00.000,1907,19000.00,2	0.00	0.00	0.00	0.00,0,0.00
9545F59181E9F94E398285F40BE2A5FE9E20101D,0,0,,0.00,0,0O,P,O,D,2020-06-22 00:00:00.000,1043,2100.00,4	0.00	0.00	0.00	0.00,83,1524.60
AE0F58AE8DD1ECD225E843371E11DB01CC944264,0,0,,0.00,0,0O,P,O,D,2022-07-08 00:00:00.000,211,477.95,2	0.00	0.00	0.00	0.00,31,558.26
EE0DDCC2534AE09B68772E74B130CCCE061162DF,26,26,,0.00,0,0L,P,X,N,2016-08-22 00:00:00.000,40,0.00,0	0.00	0.00	0.00	0.00,0,0.00
59B83267D77AB658DD0840CC45E837338405729E,6,6,,800.00,0,0O,P,O,D,2024-05-31 00:00:00.000,718,5021.31,12	150.00	0.00	30.00	0.00,58,1933.52
534C7E02EEB4DD7A1F9E101A1AA8D676025EA966,0,0,,0.00,0,0O,P,O,D,2024-12-04 00:00:00.000,34310,0.00,0	0.00	0.00	0.00	0.00,0,0.00
3C024CAFE24E9E02C5C9F282927CBE93A031AA71,0,0,,1000.00,0,0J,P,O,D,2016-12-09 00:00:00.000,20769,0.00,0	0.00	0.00	0.00	0.00,0,0.00
728EF05D29DB660B4EC2FE958D24535873248DEE,0,0,,0.00,0,0J,P,O,D,2025-03-19 00:00:00.000,7869,0.00,0	0.00	0.00	0.00	0.00,0,0.00
CC4089B9126599CEE62AF1AAE96974D640A8E009,0,0,,0.00,0,0O,P,O,D,2024-08-09 00:00:00.000,179,375.00,4	0.00	0.00	0.00	0.00,17,498.84
1F4B95D4612B9FAAE11798260E7A255702E8A040,0,0,,700.00,0,0J,P,O,N,2006-12-18 00:00:00.000,7694,17627.43,8	0.00	0.00	0.00	0.00,0,0.00
60F3A50F6C5C53238E032A3E54820725DCA6B72E,0,0,,0.00,0,0O,P,O,D,2026-01-14 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
8CBD8355B65F97FD2450D3FD38A5BA1AF1442C73,2,2,,0.00,0,0O,P,X,N,2024-09-30 00:00:00.000,56,0.00,0	60.00	0.00	0.00	0.00,0,0.00
A2590C55B26985AACDE77AE7FCF3D4A0FDD44AFE,0,0,,0.00,0,TA,B,O,D,2024-08-06 00:00:00.000,37079,43356.16,20	0.00	0.00	0.00	0.00,0,0.00
C4A19E94E768228C431BEEF1F716AA54ED52CCA7,0,0,,200.00,0,0O,P,O,D,2020-05-19 00:00:00.000,555,2516.70,18	0.00	0.00	0.00	0.00,26,843.62
873001CDE0DE65A5664662CD2C9CE81F4C096276,22,22,,0.00,0,0O,P,X,N,2023-01-05 00:00:00.000,40,0.00,0	0.00	0.00	0.00	0.00,0,0.00
2AE7D45EEBDA4DB60A576C5C2F80194C7753E2C4,0,0,,0.00,0,0J,P,O,D,2025-12-04 00:00:00.000,97,3000.00,1	0.00	0.00	0.00	0.00,5,671.23
17575B4189E5878C57DD1349BB6328DF9502D580,0,0,,400.00,0,0O,P,O,N,2020-05-22 00:00:00.000,152,200.00,2	0.00	0.00	0.00	0.00,4,52.75
B499728E26E92B9C19CEC61B0F6F2C8ECA3F9272,0,0,,1000.00,0,0O,P,O,Y,2020-09-17 00:00:00.000,402,273.69,2	0.00	0.00	0.00	0.00,13,343.54
08487DF58D658836686275BF9F5200ABFC86707F,0,0,,0.00,0,0D,P,O,D,2010-10-28 00:00:00.000,5498,0.00,0	0.00	0.00	0.00	0.00,0,0.00
A5803D3F93D069C65049D1D584821140ACC7F293,0,0,,0.00,0,TB,B,O,D,2006-10-02 00:00:00.000,244609,116386.01,1	0.00	0.00	0.00	0.00,0,0.00
30DDB660D7EC559D383DB5224C0C5A8BE580CBB6,0,0,,0.00,0,0C,P,O,D,2006-11-09 00:00:00.000,41724,0.00,0	0.00	0.00	0.00	0.00,0,0.00
53BA8C5352EE1924594A719394FF109C6D3924B1,15,15,,0.00,0,0L,P,X,N,2004-10-04 00:00:00.000,2484,0.00,0	180.00	60.00	0.00	0.00,0,0.00
DE372945A6908C0F331420F46FE26607A00B2CF0,0,0,,0.00,0,0W,P,O,N,2005-02-02 00:00:00.000,14652,3203.00,2	0.00	0.00	0.00	0.00,0,0.00
5366CE5F4397C6F7846CF7256C22848A5DD90FCA,0,0,,0.00,0,0L,P,O,N,2005-06-22 00:00:00.000,1645,4586.38,5	0.00	0.00	0.00	0.00,15,259.96
447E11EB6B02E4AAA6BB7C7AE760A1B7B5C1A137,0,0,,0.00,0,0O,P,O,D,2012-09-05 00:00:00.000,2132,15539.90,21	0.00	0.00	0.00	0.00,30,1498.56
40D64207B8112D4C4BC40DAC78ABE11C7EB254D3,11,11,,0.00,0,0L,P,X,N,2016-02-24 00:00:00.000,38,0.00,0	0.00	0.00	0.00	0.00,0,0.00
386366EFF24FE331AFD08A421C1EA9FC28389453,0,0,,700.00,0,0J,P,O,Y,2007-05-25 00:00:00.000,9922,5703.05,1	0.00	0.00	0.00	0.00,102,2419.92
E3D9D6FAFE33B9BABAE4C440A0F657A3294D7723,0,0,,700.00,0,0L,P,O,Y,2007-08-20 00:00:00.000,3157,5626.00,6	0.00	0.00	0.00	0.00,0,0.00
8D21C0CE503B64D3CF3EC4E55BB75746AA3FE340,0,0,,0.00,0,0O,P,X,D,2014-05-06 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
6EAA50914A8B9CFD9364FE956ECA9310C3C89327,25,25,,0.00,0,0O,P,X,N,2011-09-27 00:00:00.000,38,0.00,0	0.00	0.00	0.00	0.00,0,0.00
881F211C97798CC51589B11BDCF740A98D9883BD,0,0,,0.00,0,0O,P,O,D,2023-06-30 00:00:00.000,189,742.74,1	0.00	0.00	0.00	0.00,0,0.00
86A69492C05594E5F0EE0FA6B3F6CDD4DFE97DC4,7,7,,700.00,0,0O,P,O,Y,2001-03-14 00:00:00.000,3211,14872.42,16	90.00	0.00	120.00	0.00,27,4139.93
81997106D510C3B83614EF85F882BE87AE64E176,2,2,,700.00,0,0O,P,O,D,2001-10-22 00:00:00.000,3500,5320.00,10	60.00	0.00	0.00	0.00,63,2390.51
82B64DBF004DEF009393E148F97CFF67F9004E91,2,2,,700.00,0,0L,P,O,N,2002-04-22 00:00:00.000,316,1209.00,1	60.00	0.00	0.00	0.00,1,37.56
D57D4374A8D65E2CB74CEC35AF72FB03F20F1256,0,0,,0.00,0,0L,P,O,N,2020-01-16 00:00:00.000,2366,7217.98,8	0.00	0.00	0.00	0.00,80,6481.79
60101EB3B017F0F3B42B4AFD550AF26EDAB24D6A,2,2,,700.00,0,0W,P,O,Y,2003-05-13 00:00:00.000,775,0.00,0	60.00	0.00	0.00	0.00,0,0.00
57958ECE6355AC37903A7C9C437CA54702A91C16,0,0,,0.00,0,06,B,O,D,2021-10-25 00:00:00.000,132492,382595.06,189	0.00	0.00	0.00	0.00,5,84.15
54C9187133634480E732DB17095CF81198C8ADD3,0,0,,1000.00,0,0J,P,O,D,2024-01-19 00:00:00.000,115475,47068.96,7	0.00	0.00	0.00	0.00,0,0.00
B9DFC34476A245501D6F3F91DFE9064F2295EDB3,0,0,,0.00,0,0O,P,O,D,2002-09-18 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
91BED19FBE0DB4EC2A68FA57E41C734F80FDA203,0,0,,0.00,0,0L,P,O,N,2003-06-04 00:00:00.000,4291,3809.00,2	0.00	0.00	0.00	0.00,30,3161.65
9AFFF5E138B31EC920736440CFC1F14E63C4AC61,0,0,,700.00,0,0O,P,O,Y,2003-06-19 00:00:00.000,6891,4710.67,9	0.00	0.00	0.00	0.00,30,818.32
DB6BDC0FE5B784BFD5CBD709B24292DB00376307,0,0,,700.00,0,0O,P,O,Y,2003-07-16 00:00:00.000,463,2322.90,2	0.00	0.00	0.00	0.00,4,886.61
94A5A7E91D33C0B8DD6DEBABDA2A0CB18A12FB00,0,0,,0.00,0,0O,P,O,N,2003-10-27 00:00:00.000,2522,6976.29,5	0.00	0.00	0.00	0.00,50,3366.49
8919600622D4CDBBF310EDF502E954D1C91F123B,0,0,,0.00,0,0X,B,O,D,2017-01-09 00:00:00.000,7293834,45430191.13,73	0.00	0.00	0.00	0.00,0,0.00
F89256CFDFAAFC5DA5F38BAD9C0EB75F651DBEEA,0,0,,0.00,0,0K,B,O,D,2023-11-07 00:00:00.000,773,0.00,0	0.00	0.00	0.00	0.00,0,0.00
C82E2F71D64C4666892E52CB1715A891D623F616,0,0,,0.00,0,0K,B,O,D,2019-08-09 00:00:00.000,0,1048549.60,8	0.00	0.00	0.00	0.00,0,0.00
F49600870F7523EEA924B2873057D256084622A9,0,0,,0.00,0,0K,B,O,D,2020-09-10 00:00:00.000,500,0.00,0	0.00	0.00	0.00	0.00,0,0.00
212B4980283AABE9E0B6A052A540D8A27A5C3226,0,0,,0.00,0,0O,P,O,D,2023-11-22 00:00:00.000,29,0.00,0	0.00	0.00	0.00	0.00,0,0.00
74FAFB920DA29E65BC722FDC8EA11803B7CD40F2,4,4,,200.00,0,0L,P,O,N,2019-04-30 00:00:00.000,1419,3943.25,8	120.00	0.00	0.00	0.00,30,2355.97
F3AC02EF6DD7FEEF389404190059A99D0EA31DF8,0,0,,0.00,0,0L,P,O,D,2024-07-11 00:00:00.000,72,650.00,1	0.00	0.00	0.00	0.00,0,0.00
506C61967227C76FC6C654D54C39E49FB4768FBA,0,0,,200.00,0,0O,P,O,D,2021-07-01 00:00:00.000,1344,630.00,2	0.00	0.00	0.00	0.00,0,0.00
E39699D0C7705DEE0A463C262F7155B2C0F39100,0,0,,0.00,0,0O,P,O,D,2026-01-02 00:00:00.000,55,742.34,1	0.00	0.00	0.00	0.00,0,0.00
4FA7107E12C1DAF0EAC9141CCF4CAC89C0F18F79,0,0,,400.00,0,0J,P,O,D,2023-09-22 00:00:00.000,6300,3704.44,4	0.00	0.00	0.00	0.00,0,0.00
9C056D35246F4E02FCEE1CE00D5401A2EA0A158F,0,0,,0.00,0,0B,B,O,D,2007-12-03 00:00:00.000,0,7858.81,18	0.00	0.00	0.00	0.00,0,0.00
BAE004683041FFA646AE3E1E4DA40007233D75B3,0,0,,0.00,0,0P,P,O,D,2007-09-21 00:00:00.000,29836,10.00,1	0.00	0.00	0.00	0.00,0,0.00
B0ECF751092F4D49B41A036A62688201D57CB6E2,0,0,,0.00,0,0C,P,O,D,2008-07-18 00:00:00.000,168370,0.00,0	0.00	0.00	0.00	0.00,0,0.00
97BA4CCC2E6690C92F904ED38E4B194896DEA62D,0,0,,0.00,0,0C,P,O,D,2010-02-01 00:00:00.000,15314,1000.00,1	0.00	0.00	0.00	0.00,0,0.00
E5C4F2C1E6E497B052ABB793624E8E5BADD9BA97,0,0,,0.00,0,0B,P,O,D,2008-01-22 00:00:00.000,2254484,4369692.49,738	0.00	0.00	0.00	0.00,0,0.00
D19FF3080186066B66069849487E69516BF5DBD1,0,0,,700.00,0,0O,P,O,Y,2007-07-09 00:00:00.000,4680,17810.08,24	0.00	0.00	0.00	0.00,66,3201.94
7C11182E262DF9BB0E3D470D57303E4D1C1872FC,0,0,,800.00,0,0O,P,O,D,2024-09-17 00:00:00.000,4432,12788.40,4	0.00	0.00	0.00	0.00,22,500.21
327DAECEE544E7B087201E598BFDE83C20666510,0,0,,0.00,0,0O,P,O,D,2023-11-22 00:00:00.000,149,190.00,4	0.00	0.00	0.00	0.00,15,219.33
EC1477E7C3BFD0AE7D857D1CB3E0B39EC3D798CF,0,0,,0.00,0,0O,P,X,D,2020-10-02 00:00:00.000,29,0.00,0	0.00	0.00	0.00	0.00,0,0.00
86B9065765B155F58BDF5B382D43FC63A4C4818F,19,19,,0.00,0,0L,P,X,D,2021-09-07 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
6F59569CCFCC191C554436C7AC41B54A1280B70D,0,0,,1000.00,0,0L,P,O,D,2021-05-20 00:00:00.000,1417,4514.94,2	0.00	0.00	0.00	0.00,0,0.00
D19CBFE6DA600218FB7098CA08F28F1A08AC3B98,0,0,,200.00,0,0L,P,O,D,2022-08-12 00:00:00.000,2832,17.91,1	0.00	0.00	0.00	0.00,1,43.28
6E420DCC607990EF232B57FA896462BFAFAD0BC0,0,0,,0.00,0,05,B,O,D,2021-09-02 00:00:00.000,270,0.00,0	0.00	0.00	0.00	0.00,0,0.00
D1628583C37FBE634D4D0EAB89631048C1EBCFC2,0,0,,1000.00,0,0L,P,O,Y,2025-08-04 00:00:00.000,493,11115.57,20	0.00	0.00	0.00	0.00,33,2557.86
011F13222F53245480AF86CE8961E3CBB9E77F46,0,0,,1000.00,0,0O,P,O,D,2017-09-01 00:00:00.000,6338,3244.64,3	0.00	0.00	0.00	0.00,11,462.73
40BA4BC9C6DC32C6502C9BF56A05BAC50A2ECBA3,0,0,,0.00,0,05,B,O,D,2019-01-16 00:00:00.000,10278,0.00,0	0.00	0.00	0.00	0.00,0,0.00
6CB76F8878C1A0D5D7DEBC54A6359C30A86A891C,0,0,,0.00,0,0F,B,O,D,2007-06-26 00:00:00.000,47053,153.00,0	0.00	0.00	0.00	0.00,0,0.00
470B7EE731A4EE25AA2CB59B0ACD5692EF983E11,0,0,,0.00,0,0B,B,O,D,2007-06-14 00:00:00.000,18166,10933.60,2	0.00	0.00	0.00	0.00,0,0.00
2CA3E059C1B1251867825EDD64320F1EA53ABB2E,0,0,,0.00,0,0J,P,O,N,2005-08-24 00:00:00.000,21082,8767.45,6	0.00	0.00	0.00	0.00,0,0.00
75D669B3091AEF304C22DA2C7B764C5485A884C0,0,0,,0.00,0,0O,P,O,N,2009-06-16 00:00:00.000,551,0.00,0	0.00	0.00	0.00	0.00,0,0.00
15BECAEA4AC8A5A2D518BA82CAAA32730F1CC8BB,0,0,,0.00,0,TA,B,O,D,2025-02-05 00:00:00.000,127951,977097.89,273	0.00	0.00	0.00	0.00,0,0.00
492B0D7D09A9CA98546B83FB036090F372851595,0,0,,0.00,0,06,B,O,D,2023-02-03 00:00:00.000,32279,0.00,0	0.00	0.00	0.00	0.00,0,0.00
13CDB62B60534FB4510427AB4DC2F513029460A6,0,0,,600.00,0,0L,P,O,Y,2025-08-19 00:00:00.000,226,6027.68,8	0.00	0.00	0.00	0.00,31,1919.28
44176D9C92D270E6F6EE6422C774D59D0283E05B,0,0,,0.00,0,05,P,O,D,2019-12-20 00:00:00.000,106050,0.00,0	0.00	0.00	0.00	0.00,0,0.00
2C93CA406659E054BBD1AACA9504EE142C70DC80,1,1,,1000.00,0,0O,P,O,D,2025-02-14 00:00:00.000,1009,5929.67,7	30.00	0.00	0.00	0.00,24,1033.74
C8936317B0B3ECD521C85CDBC3ED5279E1876F93,88,88,,1000.00,0,0L,P,O,Y,2023-04-21 00:00:00.000,1137,14211.53,7	2730.00	210.00	270.00	0.00,74,6076.95
80E6BA3BA74C5E03680EA5B8E6AF2C3AEF8D4810,0,0,,0.00,0,0D,B,O,D,2007-07-25 00:00:00.000,5833,0.00,0	0.00	0.00	0.00	0.00,0,0.00
DB6FD581384564E33A5891FFC1C0FE574C1B6429,0,0,,700.00,0,0O,P,O,N,2002-10-24 00:00:00.000,3893,4369.51,2	0.00	0.00	0.00	0.00,38,931.36
18C94E868CEF0F52CD24E420EF097BA91DF27C7A,0,0,,800.00,0,0O,P,O,D,2025-08-04 00:00:00.000,1468,2946.54,2	0.00	0.00	0.00	0.00,0,0.00
D6DA66503FDFF3EF7C9C31954A88EA3E6C185899,0,0,,0.00,0,05,B,O,D,2024-05-01 00:00:00.000,7042,22670.86,13	0.00	0.00	0.00	0.00,17,1015.65
6C2F2E05FEAFA7F29709DAC7B5DA1F2368466296,1,1,,400.00,0,0O,P,O,D,2018-08-08 00:00:00.000,567,8038.87,11	30.00	0.00	0.00	0.00,33,2366.06
D4C7F09FCC24A78632816306E2437832E1913469,0,0,,700.00,0,0J,P,O,D,2011-06-14 00:00:00.000,9238,24391.36,7	0.00	0.00	0.00	0.00,26,1209.48
B0B8BF2DFDBEBF0F481349F576CE40679CDAFB59,0,0,,700.00,0,0J,P,O,D,2003-06-20 00:00:00.000,29971,14501.00,2	0.00	0.00	0.00	0.00,0,0.00
50A5B75E909F6D8E8CF64B47F005EA7DC4127DBC,0,0,,0.00,0,0J,P,O,N,2003-07-29 00:00:00.000,23598,4657.15,3	0.00	0.00	0.00	0.00,0,0.00
03AB5CCCA631D15967FDEA02F37BEC287C51056F,0,0,,1000.00,0,0O,P,O,Y,2023-06-13 00:00:00.000,5875,87090.49,9	0.00	0.00	0.00	0.00,10,412.69
25654074EFD7738564404999BCF988849A12DC39,4,4,,200.00,0,0O,P,O,N,2016-10-24 00:00:00.000,625,3746.02,6	90.00	0.00	30.00	0.00,36,960.11
98F1B76AB3FC064955F8A92CF1223266EA96776C,0,0,,0.00,0,0J,P,O,D,2025-09-19 00:00:00.000,2357,0.00,0	0.00	0.00	0.00	0.00,0,0.00
6A94EEF64C5B86D4E87AD423554CC4B731554006,1,1,,1000.00,0,0J,P,O,D,2023-07-10 00:00:00.000,7625,29354.44,6	30.00	0.00	0.00	0.00,0,0.00
1C58932413F316DB73DFD0A2B7F9C276CD923B33,0,0,,0.00,0,06,B,O,D,2017-04-03 00:00:00.000,9730,15565.23,1	0.00	0.00	0.00	0.00,0,0.00
AC7020E5B4A3E70158AF5D4213F8F0465EEDFCC3,9,9,,800.00,0,0L,P,O,Y,2023-05-18 00:00:00.000,577,4768.16,4	120.00	0.00	150.00	0.00,50,2007.41
C135B2AF99F29FC1C52C083A5E3A4998FCF1F781,0,0,,400.00,0,0L,P,O,N,2020-04-30 00:00:00.000,2382,2260.07,2	0.00	0.00	0.00	0.00,28,1836.67
5465EF8213BB2A384FAC550C036BE409F4B4E215,0,0,,0.00,0,05,B,O,D,2022-12-01 00:00:00.000,804,0.00,0	0.00	0.00	0.00	0.00,0,0.00
4A613775A4E3131943BCB68EF814C4FC5700D0CC,0,0,,0.00,0,0X,B,O,D,2007-12-05 00:00:00.000,1114334,1826398.78,18	0.00	0.00	0.00	0.00,0,0.00
379AF1354956D2D174309F432C50E6C949C3496E,0,0,,200.00,0,0O,P,O,N,2015-01-02 00:00:00.000,1233,3576.21,4	0.00	0.00	0.00	0.00,27,972.38
63128346243A0AA315F850DD4D60822DDB141277,0,0,,200.00,0,0J,P,C,N,2015-03-10 00:00:00.000,763,0.00,0	0.00	0.00	0.00	0.00,0,0.00
EC52E8E66C3B37C53EEC8F12283F42D13133BBAB,0,0,,200.00,0,0J,P,O,Y,2019-06-27 00:00:00.000,10748,2100.00,3	0.00	0.00	0.00	0.00,0,0.00
66AD0D3FD05FE0CBBCA1575AC5F06F3F07607D53,0,0,,200.00,0,0O,P,O,Y,2010-09-02 00:00:00.000,1749,5845.09,3	0.00	0.00	0.00	0.00,22,744.30
F2B65E9F3B6F79EA9330EB0E21114B2C7191C28A,0,0,,700.00,0,0J,P,O,Y,2010-12-23 00:00:00.000,9176,22556.04,5	0.00	0.00	0.00	0.00,68,4331.03
E3477870553F869A311475100BC84553EDD4DECB,0,0,,0.00,0,0O,P,O,D,2006-07-24 00:00:00.000,14644,4846.28,8	0.00	0.00	0.00	0.00,0,0.00
3A964DB72542A87C0988FFC2D374051F267FF0D6,0,0,,0.00,0,0K,B,O,D,2019-05-24 00:00:00.000,28316,0.00,0	0.00	0.00	0.00	0.00,0,0.00
8DD8C7DCE19C84EF3142FA0FD13A194402E3F963,0,0,,0.00,0,TE,B,O,D,2021-03-29 00:00:00.000,10898,16545.56,27	0.00	0.00	0.00	0.00,0,0.00
851700D5DA661A4695AEADD925D4E1BED1FBFA32,7,7,,0.00,0,0L,P,O,D,2013-02-06 00:00:00.000,1935,12731.91,13	240.00	0.00	0.00	0.00,14,588.20
8CC57F8B9CE45B99E4925512F774AC4A8A74A344,0,0,,800.00,0,0O,P,O,N,2019-10-30 00:00:00.000,676,4807.28,15	0.00	0.00	0.00	0.00,19,343.80
F58CC7A2D7BF4D3AA052A99D2A7FA841711BFE3B,26,26,,0.00,0,0L,P,X,N,2019-08-02 00:00:00.000,21,0.00,0	0.00	0.00	0.00	0.00,0,0.00
EA71BBBD1CC22697E13CCBA43CDB3F800E8B5BA6,1,1,,200.00,0,0O,P,O,Y,2021-03-29 00:00:00.000,1113,3889.48,5	0.00	0.00	30.00	0.00,17,830.05
C114237DB27A2B8E4E783708063466B87D67F5A8,0,0,,0.00,0,0O,P,O,N,2013-05-13 00:00:00.000,1301,6468.60,5	0.00	0.00	0.00	0.00,32,1039.02
B52A411E693670614ABBB693E49F32C252361508,0,0,,200.00,0,0O,P,O,N,2023-05-04 00:00:00.000,3150,1680.63,3	0.00	0.00	0.00	0.00,1,35.97
8D40878502D855FEED5F09616E3EF16556375AD9,84,84,,1000.00,0,0L,P,O,D,2025-02-28 00:00:00.000,165,7066.69,3	2280.00	570.00	240.00	30.00,19,2026.32
B07EECCCF3ECEDDA87C8498C9D99F02CDDD3FF9C,0,0,,1000.00,0,0J,P,O,D,2024-07-23 00:00:00.000,45232,7000.00,1	0.00	0.00	0.00	0.00,0,0.00
71550DF394C8FBA5E334A1115BDE110363A71B0C,24,24,,0.00,0,0L,P,O,N,2016-06-06 00:00:00.000,546,10213.60,9	540.00	570.00	180.00	90.00,13,957.71
4595E7197B93D0546A59EF3A98501DF312F3F97B,0,0,,1000.00,0,0D,B,O,N,2006-08-28 00:00:00.000,1238,0.00,0	0.00	0.00	0.00	0.00,0,0.00
3E01042E00BCB31C0D5E8E85520E9DB24CF5419E,0,0,,0.00,0,0E,P,O,D,2007-05-23 00:00:00.000,805375,0.00,0	0.00	0.00	0.00	0.00,0,0.00
B56A032F8999E8826A37DA04621700A33218A2B9,0,0,,700.00,0,0J,P,O,Y,2005-05-16 00:00:00.000,4429,8569.86,10	0.00	0.00	0.00	0.00,30,2363.50
05EE1D0EE98F54EBB27D11410CF68A30B91ABD9A,0,0,,0.00,0,0O,P,O,D,2005-06-09 00:00:00.000,5535,2209.65,2	0.00	0.00	0.00	0.00,0,0.00
D8AE74900BFF4ECBE723A878323758E8026A661C,0,0,,0.00,0,0J,P,O,N,2005-06-30 00:00:00.000,9241,1534.76,4	0.00	0.00	0.00	0.00,14,525.25
B86B6F4812EFB423593EA58500EF61A4A6AAC7E9,0,0,,0.00,0,05,B,O,D,2021-01-19 00:00:00.000,2828,35.09,1	0.00	0.00	0.00	0.00,0,0.00
3A5D64947DF1FAC571B70FD14D50500BEBA9D093,0,0,,1000.00,0,0J,P,O,D,2020-12-16 00:00:00.000,4806,0.00,0	0.00	0.00	0.00	0.00,0,0.00
